,Player,Games Played,Goals,Assists,Minutes per Goal,Total Minutes Played,Current Market Value,Market Value at Purchase,Age_x,Height_x,Overall,Potential,International Reputation,Weak Foot,Skill Moves,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,StandingTackle,SlidingTackle,Best Overall Rating,DefensiveAwareness
507,Fedor Smolov,22.0,7.0,0.0,246.0,1720.0,7700000.0,7700000.0,31.0,1.86,76.0,76.0,2.0,3.0,4.0,68.0,76.0,69.0,75.0,76.0,75.0,75.0,67.0,62.0,74.0,81.0,81.0,73.0,73.0,66.0,80.0,67.0,72.0,74.0,74.0,67.0,32.0,79.0,75.0,73.0,73.0,28.0,24.0,76.0,26.0
508,Christian Benteke,22.0,4.0,1.0,282.0,1129.0,7700000.0,29700000.0,31.0,1.9,75.0,75.0,2.0,2.0,2.0,58.0,76.0,85.0,66.0,76.0,64.0,61.0,64.0,51.0,77.0,51.0,56.0,61.0,76.0,43.0,81.0,87.0,59.0,87.0,70.0,60.0,29.0,77.0,69.0,71.0,71.0,25.0,18.0,75.0,28.0
510,Junior Messias,13.0,4.0,0.0,190.0,759.0,7150000.0,7150000.0,30.0,1.74,74.0,74.0,1.0,3.0,3.0,66.0,69.0,52.0,76.0,61.0,79.0,72.0,73.0,69.0,76.0,80.0,83.0,75.0,69.0,68.0,68.0,53.0,65.0,52.0,70.0,45.0,44.0,70.0,71.0,62.0,61.0,35.0,27.0,74.0,31.0
511,Andreas Skov Olsen,18.0,0.0,2.0,0.0,705.0,7150000.0,8800000.0,22.0,1.87,72.0,81.0,1.0,4.0,3.0,68.0,68.0,64.0,68.0,59.0,77.0,70.0,62.0,63.0,76.0,80.0,82.0,70.0,64.0,74.0,74.0,69.0,65.0,67.0,71.0,62.0,24.0,74.0,68.0,68.0,68.0,34.0,24.0,74.0,36.0
512,Alexis Vega,10.0,1.0,2.0,765.0,765.0,7150000.0,770000.0,24.0,1.73,73.0,81.0,1.0,3.0,3.0,65.0,76.0,59.0,76.0,65.0,80.0,53.0,70.0,72.0,76.0,79.0,78.0,77.0,72.0,75.0,75.0,70.0,78.0,76.0,75.0,55.0,16.0,71.0,75.0,66.0,71.0,19.0,18.0,78.0,44.0
513,Ritsu Doan,15.0,5.0,2.0,191.0,953.0,7150000.0,7700000.0,23.0,1.72,76.0,82.0,1.0,3.0,4.0,70.0,68.0,45.0,75.0,59.0,80.0,67.0,67.0,68.0,79.0,78.0,79.0,86.0,74.0,92.0,76.0,34.0,77.0,55.0,74.0,41.0,41.0,71.0,76.0,58.0,73.0,36.0,42.0,78.0,39.0
514,Shamar Nicholson,18.0,13.0,5.0,103.0,1339.0,7150000.0,7150000.0,24.0,1.92,65.0,65.0,1.0,4.0,3.0,59.0,60.0,55.0,60.0,57.0,65.0,51.0,39.0,54.0,63.0,91.0,82.0,83.0,59.0,83.0,63.0,59.0,65.0,60.0,64.0,65.0,34.0,61.0,59.0,50.0,57.0,53.0,34.0,65.0,53.0
516,François Kamano,18.0,3.0,1.0,429.0,1288.0,7150000.0,8800000.0,25.0,1.82,75.0,78.0,1.0,4.0,4.0,70.0,73.0,49.0,70.0,67.0,78.0,71.0,68.0,55.0,75.0,86.0,85.0,79.0,72.0,75.0,74.0,54.0,68.0,59.0,74.0,59.0,29.0,74.0,68.0,67.0,71.0,35.0,30.0,76.0,37.0
517,Jacob Bruun Larsen,13.0,4.0,1.0,142.0,569.0,7150000.0,6050000.0,23.0,1.83,75.0,75.0,1.0,3.0,3.0,75.0,59.0,60.0,76.0,60.0,72.0,61.0,48.0,71.0,78.0,80.0,78.0,71.0,79.0,72.0,69.0,78.0,83.0,74.0,57.0,75.0,71.0,71.0,70.0,50.0,65.0,74.0,72.0,75.0,68.0
521,Lucas Höler,21.0,4.0,6.0,448.0,1793.0,7150000.0,990000.0,27.0,1.84,71.0,72.0,1.0,2.0,2.0,45.0,74.0,75.0,57.0,69.0,57.0,50.0,38.0,41.0,58.0,67.0,73.0,63.0,76.0,64.0,78.0,80.0,81.0,80.0,65.0,70.0,33.0,76.0,54.0,57.0,59.0,38.0,29.0,72.0,40.0
522,Sofiane Boufal,18.0,5.0,4.0,289.0,1445.0,7150000.0,8800000.0,28.0,1.75,74.0,74.0,2.0,4.0,4.0,70.0,62.0,35.0,75.0,70.0,79.0,75.0,63.0,65.0,79.0,81.0,77.0,89.0,63.0,84.0,70.0,38.0,51.0,52.0,65.0,47.0,19.0,73.0,73.0,69.0,72.0,40.0,32.0,74.0,16.0
523,Rogelio Funes Mori,18.0,7.0,0.0,197.0,1379.0,7150000.0,4680000.0,30.0,1.86,77.0,77.0,1.0,4.0,4.0,65.0,83.0,77.0,70.0,74.0,75.0,75.0,58.0,65.0,74.0,80.0,75.0,74.0,73.0,66.0,75.0,82.0,82.0,81.0,69.0,78.0,49.0,78.0,72.0,73.0,72.0,45.0,44.0,77.0,25.0
526,Hugo Ekitike,19.0,8.0,4.0,121.0,964.0,6600000.0,660000.0,19.0,1.9,62.0,79.0,1.0,3.0,3.0,35.0,63.0,69.0,53.0,54.0,60.0,49.0,34.0,36.0,62.0,71.0,69.0,64.0,51.0,66.0,63.0,74.0,60.0,71.0,52.0,59.0,11.0,60.0,57.0,63.0,59.0,17.0,16.0,64.0,21.0
527,Luis Henrique,17.0,1.0,1.0,565.0,565.0,6600000.0,5500000.0,20.0,1.81,74.0,82.0,1.0,3.0,3.0,76.0,65.0,67.0,74.0,59.0,78.0,59.0,41.0,63.0,73.0,86.0,83.0,73.0,60.0,64.0,76.0,54.0,72.0,77.0,68.0,49.0,24.0,69.0,73.0,63.0,67.0,34.0,31.0,75.0,40.0
528,Elye Wahi,19.0,4.0,0.0,196.0,783.0,6600000.0,0.0,19.0,1.84,70.0,81.0,1.0,4.0,4.0,54.0,69.0,58.0,66.0,63.0,76.0,62.0,58.0,53.0,74.0,86.0,83.0,78.0,65.0,72.0,71.0,77.0,56.0,69.0,66.0,57.0,28.0,69.0,64.0,64.0,68.0,29.0,23.0,72.0,25.0
529,El Bilal Touré,15.0,1.0,2.0,908.0,908.0,6600000.0,165000.0,20.0,1.85,69.0,80.0,1.0,3.0,3.0,44.0,74.0,65.0,63.0,58.0,69.0,54.0,42.0,42.0,70.0,72.0,74.0,68.0,64.0,65.0,73.0,65.0,64.0,73.0,63.0,49.0,17.0,69.0,59.0,71.0,60.0,14.0,19.0,71.0,19.0
530,Sebastiano Esposito,18.0,4.0,5.0,218.0,870.0,6600000.0,6600000.0,19.0,1.87,68.0,85.0,1.0,3.0,3.0,67.0,67.0,63.0,68.0,62.0,74.0,75.0,74.0,65.0,75.0,71.0,71.0,71.0,62.0,70.0,69.0,62.0,63.0,63.0,67.0,45.0,30.0,65.0,61.0,67.0,64.0,50.0,35.0,70.0,24.0
532,Konrad de la Fuente,21.0,0.0,3.0,0.0,1000.0,6600000.0,4400000.0,20.0,1.76,72.0,82.0,1.0,4.0,3.0,74.0,67.0,37.0,71.0,56.0,75.0,64.0,45.0,57.0,73.0,85.0,81.0,77.0,60.0,84.0,64.0,51.0,47.0,57.0,60.0,31.0,13.0,66.0,72.0,64.0,54.0,22.0,17.0,73.0,15.0
533,Eddie Salcedo,10.0,2.0,0.0,246.0,492.0,6600000.0,6600000.0,20.0,1.78,70.0,82.0,1.0,3.0,4.0,61.0,63.0,67.0,71.0,53.0,78.0,52.0,45.0,54.0,79.0,79.0,77.0,83.0,64.0,79.0,62.0,80.0,58.0,49.0,64.0,46.0,40.0,65.0,55.0,63.0,51.0,32.0,35.0,71.0,36.0
535,Rémi Oudin,17.0,3.0,3.0,327.0,982.0,6600000.0,12100000.0,25.0,1.86,74.0,77.0,1.0,3.0,3.0,72.0,71.0,69.0,74.0,69.0,74.0,78.0,72.0,66.0,75.0,70.0,74.0,72.0,72.0,69.0,73.0,78.0,73.0,72.0,71.0,42.0,26.0,73.0,72.0,68.0,74.0,27.0,23.0,75.0,37.0
536,Emanuel Vignato,16.0,0.0,1.0,0.0,445.0,6600000.0,4950000.0,21.0,1.75,71.0,82.0,1.0,4.0,4.0,65.0,61.0,51.0,74.0,59.0,77.0,69.0,61.0,73.0,76.0,77.0,69.0,78.0,61.0,75.0,61.0,53.0,65.0,42.0,63.0,39.0,30.0,63.0,69.0,55.0,66.0,37.0,35.0,73.0,43.0
537,Wesley,7.0,0.0,0.0,0.0,105.0,6600000.0,6600000.0,25.0,1.91,76.0,80.0,1.0,3.0,3.0,58.0,74.0,76.0,72.0,74.0,71.0,57.0,49.0,68.0,77.0,54.0,76.0,53.0,73.0,45.0,84.0,70.0,64.0,91.0,72.0,83.0,37.0,77.0,71.0,69.0,76.0,37.0,15.0,78.0,35.0
539,Irvin Cardona,21.0,2.0,1.0,484.0,967.0,6600000.0,1650000.0,24.0,1.85,73.0,77.0,1.0,3.0,3.0,56.0,75.0,63.0,74.0,77.0,73.0,68.0,58.0,58.0,74.0,74.0,73.0,70.0,69.0,63.0,78.0,80.0,70.0,71.0,68.0,28.0,24.0,78.0,72.0,72.0,67.0,17.0,20.0,75.0,27.0
542,Alberth Elis,13.0,7.0,0.0,146.0,1019.0,6600000.0,6600000.0,25.0,1.8,75.0,78.0,1.0,4.0,4.0,58.0,75.0,70.0,65.0,66.0,79.0,59.0,57.0,58.0,77.0,91.0,89.0,81.0,74.0,64.0,72.0,80.0,75.0,72.0,65.0,74.0,33.0,73.0,73.0,65.0,69.0,21.0,25.0,77.0,27.0
543,Gyrano Kerk,17.0,2.0,2.0,615.0,1230.0,6600000.0,6600000.0,26.0,1.84,75.0,77.0,1.0,2.0,3.0,68.0,72.0,61.0,68.0,67.0,74.0,65.0,34.0,57.0,73.0,93.0,93.0,81.0,73.0,81.0,72.0,78.0,82.0,78.0,66.0,55.0,32.0,75.0,70.0,52.0,72.0,21.0,20.0,76.0,43.0
544,Patrick Cutrone,19.0,2.0,1.0,506.0,1011.0,6600000.0,6600000.0,24.0,1.83,73.0,78.0,1.0,3.0,3.0,48.0,76.0,73.0,64.0,70.0,70.0,66.0,42.0,44.0,73.0,69.0,74.0,68.0,72.0,74.0,72.0,74.0,66.0,72.0,60.0,62.0,14.0,78.0,56.0,68.0,72.0,20.0,18.0,75.0,36.0
545,Vedat Muriqi,14.0,0.0,1.0,0.0,313.0,6600000.0,13200000.0,27.0,1.94,75.0,76.0,1.0,3.0,3.0,35.0,77.0,79.0,70.0,70.0,69.0,58.0,30.0,42.0,74.0,44.0,66.0,49.0,75.0,36.0,78.0,62.0,75.0,91.0,67.0,73.0,18.0,77.0,63.0,71.0,73.0,25.0,22.0,75.0,23.0
546,Shon Weissman,23.0,12.0,2.0,148.0,1772.0,6600000.0,6600000.0,25.0,1.74,77.0,81.0,1.0,4.0,3.0,58.0,82.0,79.0,71.0,79.0,69.0,63.0,48.0,60.0,73.0,74.0,80.0,68.0,73.0,78.0,78.0,76.0,69.0,71.0,71.0,65.0,28.0,83.0,68.0,79.0,79.0,24.0,22.0,79.0,29.0
550,Romarinho,16.0,10.0,2.0,137.0,1371.0,6600000.0,4400000.0,31.0,1.76,77.0,77.0,2.0,4.0,4.0,66.0,78.0,66.0,74.0,68.0,80.0,70.0,71.0,73.0,78.0,86.0,86.0,88.0,77.0,85.0,73.0,71.0,83.0,64.0,69.0,38.0,28.0,80.0,68.0,74.0,76.0,22.0,23.0,77.0,30.0
552,Callum Robinson,25.0,6.0,6.0,265.0,1588.0,6600000.0,6050000.0,26.0,1.78,73.0,76.0,1.0,3.0,3.0,69.0,76.0,63.0,66.0,62.0,75.0,57.0,55.0,52.0,74.0,77.0,80.0,79.0,74.0,68.0,74.0,47.0,65.0,66.0,69.0,46.0,25.0,74.0,73.0,61.0,68.0,21.0,21.0,75.0,42.0
553,Rony Lopes,17.0,2.0,2.0,349.0,697.0,6600000.0,6600000.0,26.0,1.74,73.0,73.0,1.0,4.0,4.0,69.0,79.0,55.0,68.0,65.0,75.0,64.0,66.0,62.0,71.0,80.0,80.0,74.0,67.0,73.0,78.0,65.0,81.0,76.0,75.0,64.0,33.0,74.0,68.0,68.0,75.0,33.0,25.0,73.0,45.0
556,Munas Dabbur,16.0,5.0,4.0,155.0,775.0,6600000.0,11000000.0,29.0,1.82,76.0,76.0,2.0,4.0,4.0,50.0,79.0,78.0,73.0,74.0,76.0,74.0,66.0,62.0,77.0,73.0,67.0,77.0,77.0,73.0,76.0,90.0,75.0,74.0,69.0,39.0,19.0,80.0,69.0,63.0,76.0,37.0,27.0,76.0,22.0
557,Cristian Tello,19.0,3.0,1.0,288.0,864.0,6600000.0,8800000.0,30.0,1.78,79.0,79.0,2.0,4.0,4.0,75.0,77.0,47.0,74.0,75.0,83.0,82.0,78.0,70.0,78.0,88.0,90.0,79.0,73.0,79.0,81.0,71.0,72.0,61.0,70.0,48.0,39.0,78.0,71.0,56.0,71.0,49.0,42.0,79.0,55.0
558,Chris Wood,22.0,3.0,0.0,549.0,1647.0,6600000.0,6600000.0,30.0,1.91,79.0,79.0,1.0,3.0,2.0,46.0,81.0,87.0,68.0,74.0,69.0,69.0,64.0,48.0,77.0,60.0,68.0,55.0,77.0,59.0,81.0,79.0,76.0,86.0,72.0,77.0,40.0,80.0,64.0,81.0,77.0,30.0,29.0,79.0,39.0
560,Jordan Ayew,20.0,1.0,2.0,1414.0,1414.0,6600000.0,8800000.0,30.0,1.82,75.0,75.0,2.0,3.0,4.0,71.0,74.0,75.0,73.0,73.0,79.0,75.0,69.0,60.0,77.0,74.0,78.0,79.0,75.0,74.0,76.0,71.0,75.0,72.0,73.0,69.0,40.0,76.0,71.0,74.0,70.0,52.0,36.0,75.0,37.0
562,Joselu,21.0,10.0,2.0,170.0,1700.0,6600000.0,4400000.0,31.0,1.92,67.0,67.0,1.0,3.0,3.0,58.0,65.0,68.0,66.0,68.0,63.0,62.0,68.0,55.0,63.0,81.0,79.0,75.0,63.0,83.0,71.0,74.0,86.0,74.0,65.0,74.0,52.0,64.0,52.0,73.0,64.0,42.0,35.0,67.0,29.0
